ticker,base,quote,exchange,price,ask,bid,spread,volume
nas-BTC,nas,BTC,binance,1.35e-05,1.37e-05,1.35e-05,1.9999999999999978e-07,958824.41
nas-eth,nas,eth,binance,0.000492,0.000494,0.000491,2.9999999999999645e-06,578852.49
mft-BTC,mft,BTC,binance,8e-08,0.0,0.0,0.0,2622751.0
mft-eth,mft,eth,binance,4.21e-06,4.21e-06,4.19e-06,2.0000000000000656e-08,149663776.0
dent-BTC,dent,BTC,binance,4e-08,0.0,0.0,0.0,18753.0
dent-eth,dent,eth,binance,3.7e-07,3.8e-07,3.7e-07,1.000000000000001e-08,476236944.0
ardr-BTC,ardr,BTC,binance,3.1e-06,3.12e-06,3.1e-06,2.0000000000000232e-08,8659327.0
ardr-eth,ardr,eth,binance,0.0001887,0.0,0.0,0.0,121.0
nuls-usd,nuls,usd,binance,0.2848,0.2853,0.2848,0.0005000000000000004,2324150.27
hot-BTC,hot,BTC,binance,3e-08,3e-08,2e-08,9.999999999999997e-09,487014973.0
hot-eth,hot,eth,binance,9.3e-07,9.4e-07,9.3e-07,1.000000000000001e-08,300120707.0
vet-BTC,vet,BTC,binance,7.3e-07,7.4e-07,7.3e-07,1.000000000000001e-08,386452281.0
vet-eth,vet,eth,binance,2.653e-05,2.653e-05,2.642e-05,1.0999999999999725e-07,25537389.0
vet-usd,vet,usd,binance,0.017089,0.017097,0.017086,1.1000000000000593e-05,1146457262.0
dock-BTC,dock,BTC,binance,5.7e-07,5.8e-07,5.7e-07,9.999999999999904e-09,31128311.0
dock-eth,dock,eth,binance,3.283e-05,0.0,0.0,0.0,115.0
poly-BTC,poly,BTC,binance,3.23e-06,3.23e-06,3.22e-06,9.999999999999904e-09,32786946.0
phx-BTC,phx,BTC,binance,1.8e-06,0.0,0.0,0.0,16529.0
phx-eth,phx,eth,binance,5.617e-05,0.0,0.0,0.0,948.0
hc-BTC,hc,BTC,binance,3.83e-05,3.84e-05,3.81e-05,3.000000000000005e-07,246579.46
hc-eth,hc,eth,binance,0.005134,0.0,0.0,0.0,25.6
go-BTC,go,BTC,binance,3.1e-07,3.2e-07,3.1e-07,1.000000000000001e-08,29240268.0
pax-BTC,pax,BTC,binance,0.00025175,0.0,0.0,0.0,59.0
pax-usd,pax,usd,binance,0.999,0.9991,0.999,9.999999999998899e-05,7292676.05
pax-eth,pax,eth,binance,0.00888047,0.0,0.0,0.0,2.0
rvn-BTC,rvn,BTC,binance,6.5e-07,6.5e-07,6.4e-07,1.000000000000001e-08,158449611.0
dcr-BTC,dcr,BTC,binance,0.001428,0.001434,0.001427,6.999999999999845e-06,40188.063
mith-BTC,mith,BTC,binance,2.7e-07,2.7e-07,2.6e-07,1.000000000000001e-08,41144643.0
bchabc-BTC,bchabc,BTC,binance,0.02933,0.0,0.0,0.0,1.471
bchsv-BTC,bchsv,BTC,binance,0.011179,0.0,0.0,0.0,0.18
bchabc-usd,bchabc,usd,binance,220.08,0.0,0.0,0.0,0.07732
bchsv-usd,bchsv,usd,binance,58.9,0.0,0.0,0.0,1.1
ren-BTC,ren,BTC,binance,1.236e-05,1.237e-05,1.235e-05,1.999999999999981e-08,4561936.0
usdc-usd,usdc,usd,binance,0.9991,0.9992,0.9991,9.999999999998899e-05,53309112.78
link-usd,link,usd,binance,13.3468,13.3468,13.3414,0.005399999999999849,4924431.11
waves-usd,waves,usd,binance,7.605,7.5995,7.5942,0.005300000000000082,853008.56
btt-BTC,btt,BTC,binance,5e-08,0.0,0.0,0.0,100000.0
btt-usd,btt,usd,binance,0.0003358,0.0003357,0.0003354,2.999999999999531e-07,10916031874.0
usds-usd,usds,usd,binance,0.9968,0.0,0.0,0.0,10.11
ong-BTC,ong,BTC,binance,9.19e-06,9.23e-06,9.2e-06,2.999999999999971e-08,8724395.0
ong-usd,ong,usd,binance,0.2154,0.2155,0.2148,0.0007000000000000062,10688348.98
hot-usd,hot,usd,binance,0.0006046,0.0006046,0.0006037,8.999999999999677e-07,1663133234.0
zil-usd,zil,usd,binance,0.0513,0.05134,0.0513,3.999999999999837e-05,1372748170.6
zrx-usd,zrx,usd,binance,0.4167,0.4171,0.4168,0.00030000000000002247,5799250.79
fet-BTC,fet,BTC,binance,2.47e-06,2.48e-06,2.47e-06,9.999999999999904e-09,20837992.0
fet-usd,fet,usd,binance,0.0578,0.05786,0.0578,6.0000000000004494e-05,27417935.1
bat-usd,bat,usd,binance,0.2404,0.2406,0.2404,0.00020000000000000573,31168906.73
xmr-usd,xmr,usd,binance,152.54,152.61,152.56,0.05000000000001137,72103.58903
zec-usd,zec,usd,binance,72.6,72.61,72.59,0.01999999999999602,155764.13361
iost-usd,iost,usd,binance,0.006511,0.006512,0.006506,6.000000000000796e-06,1234638486.0
celr-BTC,celr,BTC,binance,2.3e-07,2.4e-07,2.3e-07,9.999999999999984e-09,72468347.0
celr-usd,celr,usd,binance,0.0055,0.00553,0.00551,2.0000000000000052e-05,98194385.2
dash-usd,dash,usd,binance,106.85,106.84,106.81,0.030000000000001137,111122.31164
nano-usd,nano,usd,binance,1.1165,1.1166,1.1165,9.999999999998899e-05,520003.29
omg-usd,omg,usd,binance,3.2251,3.2246,3.2233,0.0013000000000000789,2600435.94
theta-usd,theta,usd,binance,0.88767,0.88765,0.88712,0.0005300000000000304,15026212.3
enj-usd,enj,usd,binance,0.15652,0.15664,0.1564,0.00023999999999999022,11348660.5
mith-usd,mith,usd,binance,0.00631,0.00634,0.00631,3.0000000000000512e-05,76330335.5
matic-BTC,matic,BTC,binance,8.4e-07,8.4e-07,8.3e-07,1.000000000000001e-08,111577012.0
matic-usd,matic,usd,binance,0.01959,0.01961,0.01958,2.9999999999998778e-05,198261470.1
atom-BTC,atom,BTC,binance,0.0002246,0.0002249,0.0002246,2.999999999999802e-07,679490.73
atom-usd,atom,usd,binance,5.251,5.253,5.25,0.0030000000000001137,1655475.945
phb-BTC,phb,BTC,binance,1.1e-07,1.2e-07,1.1e-07,9.999999999999984e-09,25054526.0
tfuel-BTC,tfuel,BTC,binance,7.2e-07,7.2e-07,7.1e-07,1.000000000000001e-08,97784002.0
tfuel-usd,tfuel,usd,binance,0.016826,0.016826,0.016795,3.099999999999978e-05,103728361.0
one-BTC,one,BTC,binance,2.2e-07,2.3e-07,2.2e-07,9.999999999999984e-09,374432312.0
one-usd,one,usd,binance,0.00516,0.00517,0.00516,1.000000000000046e-05,350716568.3
ftm-BTC,ftm,BTC,binance,8.7e-07,8.7e-07,8.6e-07,1.000000000000001e-08,38825792.0
ftm-usd,ftm,usd,binance,0.02021,0.02024,0.02022,2.0000000000002655e-05,86504541.3
-BTC,,BTC,binance,1.0,0.0,0.0,0.0,0.005
algo-BTC,algo,BTC,binance,1.494e-05,1.494e-05,1.493e-05,9.999999999999904e-09,14552319.0
algo-usd,algo,usd,binance,0.3489,0.349,0.3488,0.00019999999999997797,40240679.33
usdsb-usd,usdsb,usd,binance,0.9997,0.0,0.0,0.0,6.1
gto-usd,gto,usd,binance,0.00759,0.00759,0.00757,2.0000000000000052e-05,24447246.0
erd-BTC,erd,BTC,binance,1.68e-06,0.0,0.0,0.0,4000.0
erd-usd,erd,usd,binance,0.01971,0.0,0.0,0.0,222295.0
doge-BTC,doge,BTC,binance,1.6e-07,1.7e-07,1.6e-07,9.999999999999984e-09,309925054.0
doge-usd,doge,usd,binance,0.0038823,0.003887,0.0038817,5.299999999999749e-06,1440406264.0
dusk-BTC,dusk,BTC,binance,2.39e-06,2.4e-06,2.39e-06,9.999999999999904e-09,7486127.0
dusk-usd,dusk,usd,binance,0.056,0.056,0.0557,0.00030000000000000165,11088428.48
ankr-BTC,ankr,BTC,binance,4.6e-07,4.7e-07,4.6e-07,1.000000000000001e-08,345290170.0
ankr-usd,ankr,usd,binance,0.010805,0.010801,0.01078,2.1000000000000185e-05,512420899.0
win-BTC,win,BTC,binance,1e-08,0.0,0.0,0.0,5377.0
win-usd,win,usd,binance,7.928e-05,7.932e-05,7.924e-05,8.000000000001279e-08,8846693277.0
cos-BTC,cos,BTC,binance,2.7e-07,2.8e-07,2.7e-07,1.000000000000001e-08,53444092.0
cos-usd,cos,usd,binance,0.0064,0.00643,0.00639,4.0000000000000105e-05,30979682.0
npxs-usd,npxs,usd,binance,0.0002012,0.0002018,0.0002012,5.999999999999875e-07,2314576886.0
cocos-BTC,cocos,BTC,binance,3e-08,0.0,0.0,0.0,93759.0
cocos-usd,cocos,usd,binance,0.000274,0.000274,0.000273,9.9999999999997e-07,873454298.0
mtl-usd,mtl,usd,binance,0.3819,0.3828,0.3815,0.0012999999999999678,11139965.5
tomo-BTC,tomo,BTC,binance,3.537e-05,3.541e-05,3.53e-05,1.1000000000000403e-07,2019307.0
tomo-usd,tomo,usd,binance,0.826,0.826,0.825,0.0010000000000000009,3700283.18
perl-BTC,perl,BTC,binance,1.19e-06,1.2e-06,1.19e-06,9.999999999999904e-09,33516206.0
perl-usd,perl,usd,binance,0.02804,0.02806,0.02804,2.0000000000002655e-05,55636274.6
dent-usd,dent,usd,binance,0.0002403,0.0002402,0.0002389,1.3000000000000045e-06,1020039334.0
mft-usd,mft,usd,binance,0.002718,0.002719,0.002709,1.0000000000000026e-05,570553916.0
key-usd,key,usd,binance,0.002277,0.002276,0.00227,5.999999999999929e-06,131830569.0
storm-usd,storm,usd,binance,0.003397,0.0,0.0,0.0,36118.0
dock-usd,dock,usd,binance,0.013532,0.013557,0.013437,0.00012000000000000031,28327915.0
wan-usd,wan,usd,binance,0.4005,0.3999,0.3988,0.0010999999999999899,8079256.08
fun-usd,fun,usd,binance,0.004059,0.004059,0.004056,3.000000000000398e-06,44121437.0
cvc-usd,cvc,usd,binance,0.10017,0.10033,0.10016,0.00017000000000000348,60179922.5
chz-BTC,chz,BTC,binance,6.7e-07,6.7e-07,6.6e-07,1.000000000000001e-08,111584579.0
chz-usd,chz,usd,binance,0.015592,0.015591,0.015524,6.700000000000109e-05,320032440.0
band-BTC,band,BTC,binance,0.00028241,0.00028244,0.00028204,4.000000000000097e-07,482527.1
band-usd,band,usd,binance,6.5909,6.6007,6.5915,0.009199999999999875,1752744.79
busd-usd,busd,usd,binance,0.999,0.999,0.9989,9.999999999998899e-05,192394775.43
